,course_title,course_organization,course_URL,course_rating,course_difficulty,course_duration,course_review_count,course_skills
609,Advanced Financial Reporting: Accounting for Business Combinations and Preparation of Consolidated Financial Statements,University of Illinois at Urbana-Champaign,/learn/advanced-financial-reporting,4.7,Advanced,1 - 3 Months,169,"Accounting, Financial Accounting, Generally Accepted Accounting Principles (GAAP), Finance, Mergers & Acquisitions"
610,Personal & Family Financial Planning,University of Florida,/learn/family-planning,4.6,Mixed,1 - 3 Months,1500,"Finance, Financial Management, Leadership and Management, Planning, Budget Management, Financial Analysis, Financial Accounting, Risk Management, Account Management, Investment Management"
611,Work Smarter with Microsoft PowerPoint,Microsoft,/learn/microsoft-powerpoint-work-smarter,4.7,Beginner,1 - 3 Months,488,"Communication, Computer Graphic Techniques, Interactive Data Visualization, Visual Design, Visualization (Computer Graphics), Business Communication, Data Visualization, Marketing Design, Product Design, Statistical Visualization, Computer Graphics, Microsoft Excel"
612,Becoming a Sports Agent,Case Western Reserve University,/learn/sports-agent,4.7,Beginner,1 - 3 Months,140,"Marketing, Negotiation, People Management, Brand Management"
613,Ecology: Ecosystem Dynamics and Conservation,American Museum of Natural History,/learn/ecology-conservation,4.8,Intermediate,1 - 3 Months,3100,
614,Astrobiology and the Search for Extraterrestrial Life,The University of Edinburgh,/learn/astrobiology,4.8,Mixed,1 - 3 Months,2500,
615,Introduction to Enterprise Computing,IBM ,/learn/introduction-enterprise-computing,4.7,Beginner,1 - 4 Weeks,854,"Theoretical Computer Science, Computer Architecture"
616,Learning to Teach Online,UNSW Sydney (The University of New South Wales),/learn/teach-online,4.7,Beginner,1 - 3 Months,2900,Planning
617,Excellence in Online Teaching,Johns Hopkins University,/learn/excellence-in-online-teaching,4.6,Beginner,1 - 3 Months,21,Professional Development
618,Rédaction de contrats,University of Geneva,/learn/contrats,4.8,Mixed,1 - 3 Months,757,"Leadership and Management, Writing"
619,"Introduction to Containers w/ Docker, Kubernetes & OpenShift",IBM,/learn/ibm-containers-docker-kubernetes-openshift,4.4,Intermediate,1 - 3 Months,614,"Kubernetes, Docker (Software), Cloud Computing"
620,How to Create an Online Course,The University of Edinburgh,/learn/how-to-create-an-online-course,4.6,Intermediate,1 - 4 Weeks,55,
621,Effectuation: Lessons From Expert Entrepreneurs,University of Virginia,/learn/uva-darden-effectual-entrepreneurship,,Beginner,1 - 4 Weeks,0,Leadership and Management
622,AI in Healthcare Capstone,Stanford University,/learn/ai-in-healthcare-capstone,4.6,Mixed,1 - 3 Months,146,"Machine Learning, Leadership and Management"
623,"ETL and Data Pipelines with Shell, Airflow and Kafka",IBM,/learn/etl-and-data-pipelines-shell-airflow-kafka,4.5,Intermediate,1 - 3 Months,251,"Data Management, Extract, Transform, Load, Apache, Data Warehousing, Big Data, Database Administration, Distributed Computing Architecture, Computer Programming Tools, Databases, Software Architecture"
624,Introduction to Public Speaking,University of Washington,/learn/public-speaking,4.8,Beginner,1 - 3 Months,2000,"Communication, Critical Thinking, Decision Making, Human Learning, Problem Solving, Process Analysis, Strategy, Business Communication, Creativity, Deep Learning, Writing"
625,Entrepreneurial Competencies for Landscape Restoration,Erasmus University Rotterdam,/learn/entrepreneurial-competencies-landscape-restoration,,Beginner,1 - 3 Months,0,"Customer Analysis, Entrepreneurship, Innovation"
626,High Stakes Leadership: Leading in Times of Crisis,University of Michigan,/learn/high-stakes-leadership,4.7,Intermediate,1 - 4 Weeks,404,"Leadership and Management, Leadership Development, Entrepreneurship, Business Psychology, Finance, Human Resources, Human Resources Operations, Organizational Development, Risk Management, Communication, Change Management"
627,Global Warming I: The Science and Modeling of Climate Change,The University of Chicago,/learn/global-warming,4.6,Mixed,1 - 3 Months,409,
628,FinTech Law and Policy,Duke University,/learn/fintechlawandpolicy,4.8,Beginner,1 - 3 Months,809,"FinTech, Finance, Regulations and Compliance, Banking, Payments, Financial Management, BlockChain, Entrepreneurial Finance, Accounts Payable and Receivable, Securities Trading"
629,International migrations: a global issue,Sciences Po,/learn/international-migrations,4.7,Beginner,1 - 3 Months,480,
630,Introduction to Chemistry:  Structures and Solutions,Duke University,/learn/basic-chemistry,4.7,Beginner,1 - 3 Months,482,
631,Influencer Marketing Strategy,Rutgers the State University of New Jersey,/learn/influencer-marketing-strategy,4.4,Intermediate,1 - 3 Months,171,"Marketing, Strategy"
632,"Penetration Testing, Incident Response and Forensics",IBM,/learn/ibm-penetration-testing-incident-response-forensics,4.6,Beginner,1 - 4 Weeks,2100,"Security Strategy, Computer Security Incident Management, Python Programming, Computer Programming, Leadership and Management"
633,Engineering Project Management: Initiating and Planning,Rice University,/learn/initiating-planning,4.8,Beginner,1 - 3 Months,3200,"Leadership and Management, Planning, Project Management, Strategy, Strategy and Operations, Operations Management, People Management, Business Process Management, Conflict Management, Leadership Development"
634,Leading transformations: Manage change,Macquarie University,/learn/change-management,4.7,Beginner,1 - 3 Months,1300,"Change Management, Leadership and Management, Strategy and Operations, Business Psychology, Entrepreneurship, Organizational Development, Influencing"
635,Fundamentals of Business Analysis,Starweaver,/learn/fundamentals-of-business-analysis,4.6,Beginner,1 - 4 Weeks,15,Business Analysis
636,Introduction to Machine Learning on AWS,Amazon Web Services,/learn/machine-learning-on-aws,4.5,Beginner,1 - 4 Weeks,77,"Amazon Web Services, Machine Learning, Machine Learning Algorithms, Natural Language Processing, Deep Learning"
637,Love as a Force for Social Justice,Stanford University,/learn/love-social-justice,4.7,Beginner,1 - 3 Months,397,Communication
638,Mercados financieros,Yale University,/learn/financial-markets-global-es,4.9,Beginner,1 - 3 Months,334,"Finance, Business Analysis, Behavioral Economics, Probability & Statistics, General Statistics, Risk Management, Strategy, Business Psychology, Culture, Probability Distribution"
639,Iniciación del proyecto: Cómo iniciar un proyecto exitoso,Google,/learn/iniciacion-del-proyecto-como-iniciar-un-proyecto-exitoso,4.9,Beginner,1 - 4 Weeks,994,"Leadership and Management, Planning, Project Management, Adaptability, Media Strategy & Planning, Organizational Development, Process Analysis, Change Management, Decision Making, Interactive Data Visualization"
640,Introduction to Intellectual Property,University of Pennsylvania,/learn/introduction-intellectual-property,4.8,Beginner,1 - 4 Weeks,864,Brand Management
641,Stanford's Short Course on Breastfeeding,Stanford University,/learn/breastfeeding,4.8,Beginner,1 - 4 Weeks,1600,
642,Code Yourself! An Introduction to Programming,The University of Edinburgh,/learn/intro-programming,4.7,Beginner,1 - 3 Months,3300,"Algorithms, Computer Programming, Problem Solving, Computer Graphics, Creativity, Decision Making, Programming Principles, Computer Graphic Techniques, Software Engineering, System Programming"
643,The Economics of Health Care Delivery,University of Pennsylvania,/learn/health-economics-us-healthcare-systems,4.8,Mixed,1 - 4 Weeks,617,"Decision Making, Payments, Compensation, Correlation And Dependence, Finance, Insurance Sales, Risk Management"
644,Diversity and Inclusion for HR Professionals,"University of California, Irvine",/learn/diversity-and-inclusion-for-hr-professionals,4.7,Beginner,1 - 4 Weeks,168,"Change Management, Culture, Human Resources, Leadership Development, Leadership and Management, Organizational Development, Communication, Critical Thinking, Human Resources Operations, Recruitment"
645,African development – from the past to the present,Lund University,/learn/african-development--from-the-past-to-the-present,4.1,Beginner,1 - 3 Months,39,
646,"Introduction to Trading, Machine Learning & GCP",Google Cloud,/learn/introduction-trading-machine-learning-gcp,4.0,Intermediate,1 - 4 Weeks,793,"Algorithms, Financial Analysis, Machine Learning, Applied Machine Learning, Artificial Neural Networks, Finance, Google Cloud Platform, Human Learning, Investment Management, Training, Cloud Computing"
647,Life Cycle Assessment,University of Michigan,/learn/life-cycle-assessment,4.0,Intermediate,1 - 3 Months,11,Product Lifecycle
648,Anatomy: Musculoskeletal and Integumentary Systems,University of Michigan,/learn/anatomy403-1x,4.8,Beginner,1 - 4 Weeks,2200,Human Learning
649,Análisis de Negocios con Estados Financieros,Pontificia Universidad Católica de Chile,/learn/analisis-de-negocios-con-estados-financieros,4.7,Beginner,1 - 4 Weeks,43,"Financial Analysis, Market Analysis"
650,Specialized Models: Time Series and Survival Analysis,IBM,/learn/time-series-survival-analysis,4.5,Intermediate,1 - 4 Weeks,119,"Forecasting, Machine Learning, Data Analysis, Probability & Statistics, Statistical Analysis, Human Learning, Machine Learning Algorithms, Applied Machine Learning, Statistical Machine Learning, Deep Learning, Dimensionality Reduction"
651,CompTIA Practice,LearnQuest,/learn/comptia-practice,3.4,Beginner,1 - 4 Weeks,117,"Security Engineering, Network Security"
652,IBM Data Analyst Capstone Project,IBM,/learn/ibm-data-analyst-capstone-project,4.6,Intermediate,1 - 3 Months,957,"Python Programming, Exploratory Data Analysis, Computer Programming, Data Analysis, IBM Cloud, Microsoft Excel, SQL"
653,Effective Business Presentations with Powerpoint,PwC,/learn/powerpoint-presentations,4.5,Beginner,1 - 4 Weeks,1100,"Business Communication, Communication, Storytelling, Data Visualization, Interactive Data Visualization, Visual Design, Critical Thinking, Planning, Professional Development, Statistical Visualization"
654,Introduction to Quantum Information,Korea Advanced Institute of Science and Technology(KAIST),/learn/introduction-to-quantum-information,4.2,Advanced,1 - 3 Months,86,"Linear Algebra, Probability & Statistics, Algebra, Algorithms, Computational Logic, Mathematical Theory & Analysis, Theoretical Computer Science, Mathematics, Probability Distribution"
655,Cybersecurity in Healthcare (Hospitals & Care Centres),Erasmus University Rotterdam,/learn/cybersecurity-in-healthcare,4.6,Beginner,1 - 3 Months,262,"Computer Security Incident Management, Cyberattacks, Security Engineering, Software Security, System Security, Human Factors (Security), Security Strategy, Leadership and Management, Network Security, Security Software"
656,Brand Identity and Strategy,IE Business School,/learn/brand-identity-strategy,4.7,Intermediate,1 - 3 Months,737,"Brand Management, Leadership and Management, Strategy"
657,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,/learn/resilience-in-children,4.7,Mixed,1 - 3 Months,655,Resilience
658,Global Financing Solutions  (by EDHEC and Société Générale),EDHEC Business School,/learn/global-financing-solutions,4.7,Intermediate,1 - 3 Months,164,"Finance, Banking, Investment Management, Risk Management, Financial Analysis, Financial Management, Leadership and Management, Strategy, Mergers & Acquisitions, Project Management, Business, Entrepreneurial Finance"
659,From the Big Bang to Dark Energy,The University of Tokyo,/learn/big-bang,4.8,Beginner,1 - 4 Weeks,3400,Critical Thinking
660,Financial Statement Analysis,Intuit,/learn/financial-statement-analysis,4.5,Beginner,1 - 4 Weeks,378,"Accounting, Business Analysis, Data Analysis, Financial Accounting, Financial Analysis, Cash Management, General Accounting, Finance"
661,Principes de base du support technique,Google,/learn/principes-de-base-du-support-technique,4.4,Beginner,1 - 3 Months,121,"Operating Systems, Linux, System Software"
662,Design Thinking for Innovation,University of Virginia,/learn/uva-darden-design-thinking-innovation,4.7,Beginner,1 - 3 Months,8400,"Creativity, Innovation, Leadership and Management, Storytelling"
663,Finance of Mergers and Acquisitions: Valuation and Pricing,University of Illinois at Urbana-Champaign,/learn/mergers-acquisitions-valuation-pricing,4.8,Intermediate,1 - 3 Months,114,"Accounting, Business Analysis, Data Analysis, Financial Analysis, Mergers & Acquisitions, Finance"
664,Tropical Forest Landscapes 101: Conservation & Restoration,Yale University,/learn/tropicalforests101,4.9,Beginner,1 - 3 Months,82,
665,Ve a lo seguro: Gestiona los riesgos de seguridad,Google,/learn/ve-a-lo-seguro-gestiona-los-riesgos-de-seguridad,4.8,Beginner,1 - 4 Weeks,134,
666,Operations Research (1): Models and Applications,National Taiwan University,/learn/operations-research-modeling,4.8,Beginner,1 - 3 Months,394,"Leadership and Management, Mathematics, Operations Management, Operations Research, Problem Solving, Strategy and Operations, Mathematical Theory & Analysis, Applied Mathematics, Decision Making, Linear Algebra, Computer Programming"
